City,State,lat,lng,street_view_update,County

Tubac, AZ,34.55391410563028,-112.3465682777747,39

Burns, TN,36.3999586856941,-88.5398101147375,37

Safety Harbor, FL,26.492002876629073,-81.92949180473313,28.5

Verona, MO,34.065710000000024,-6.801719999999932,34

Southbridge, MA,42.25593914513544,-71.80540453845207,13

Byers, KS,37.5077835,-97.5074265,102.5

Fruita, CO,38.337562338342934,-104.82466421066617,102.66666666666667

Warrenton, VA,38.33681720554849,-77.48447388631283,26

Mill Valley, CA,38.57083000000006,-122.42388999999997,42.5

Utuado, PR,18.414963,-66.05415675,38

Honaunau, HI,19.43035605665381,-155.89225904715497,93

Cherokee, KS,37.182078,-94.84245899999999,81.75

Utica, OH,41.018580076545625,-81.4222834267489,77.8

Jeffersonville, KY,44.64567000000005,-72.82856999999996,45.6

Bard, CA,35.21337503485294,-120.67548924128677,51.666666666666664

Bayonne, NJ,39.85929899999999,-74.218788,55.2

Sheppton, PA,40.89740000000006,-76.11771999999996,11

Fairfield Bay, AR,34.227215134666174,-93.50704118516599,59

Manitou, KY,37.41036871089232,-87.58638260693077,59

New Milford, PA,41.87352000000004,-75.72727999999995,9

East Parsonsfield, ME,43.733370000000036,-70.84426999999994,119

Cedarhurst, NY,40.59022151533179,-73.58203596595474,27.5

Perley, MN,47.17948000000007,-96.80081999999999,81

Apex, NC,35.950083985814274,-79.98314915599623,43.25

Crockett, KY,37.80747450000001,-85.9149315,87.4

Hartly, DE,39.16482300000001,-75.67665960481014,34.5

Norman, IN,38.77377022766955,-87.30165149999999,74

Elysian, MN,44.125757260335924,-93.7278646701378,54.25

Nemaha, IA,39.89883600000002,-95.80535775000003,83

Bim, WV,37.921620000000075,-81.68800999999996,43

Dermott, AR,33.523729212386634,-91.43376643185853,61

Shedd, OR,44.46013000000005,-123.1103,13

New Germany, MN,44.88444000000004,-93.96651999999995,13

Henderson, NE,42.16148636431247,-103.4351488223705,73

Christopher, IL,38.54232483640168,-90.00790614246863,29.5

Cumberland, VA,36.858442140969665,-82.79473294745027,33

Tatum, NM,34.394872963971316,-103.19755360460789,23.5

Fingerville, SC,35.13522000000006,-82.00572999999997,30

Montpelier, MS,33.70459000000005,-88.94772999999998,35

Skyland, NC,35.09523707478526,-84.17568276857342,39

Kampsville, IL,39.298740000000066,-90.61067999999995,33

Millstadt, IL,38.4580629811612,-90.10276432728202,31

Coleman, GA,34.869177,-85.0672755,90

Dassel, MN,44.318615554200825,-93.34837579595641,33

Blanco, TX,30.18160800000001,-97.44366149999999,55.333333333333336

Dunlap, IA,41.65742953547126,-91.50517623164573,76.66666666666667

Midpines, CA,34.28381869510665,-118.56961817979926,28

Clifford, PA,39.98303730316006,-75.18578697104425,23.5

Smithville, OK,30.100206071074677,-97.1124255,14

Dayton, NV,36.16929473902426,-115.22930907415751,7

Devol, OK,34.19380000000007,-98.58999999999997,76

Fairdale, ND,48.48548000000005,-98.22841999999997,76

Altheimer, AR,34.30846454469529,-91.80406630322476,91.8

Benson, NC,36.356165699695616,-79.67383111501522,73.25

Dillingham, AK,59.800369569000054,-158.20334495599997,73.25

Goff, KS,37.846804500000005,-97.38072675000001,100.6

Ridgeville, SC,33.131258312344386,-80.31203824200713,27.5

Attleboro Falls, MA,42.23574,-71.81403075,88.5

Acme, LA,30.447681994287,-93.42621825411639,98.5

Morgantown, PA,40.31972639759622,-75.92616015584241,55.25

Hagerstown, IN,39.65782038488657,-77.73278599369816,47.5

Baker, FL,30.593575598868643,-91.1654195547732,76.75

Leopold, IN,38.12161962397647,-86.52686144469972,8

Barboursville, VA,37.41933242686228,-77.50510813768811,56

Wimbledon, ND,47.16799000000003,-98.46308999999997,69

San Isidro, TX,27.60380306471328,-99.47679067060139,75.25

Mapleton, ME,46.677076410629404,-68.04067372699203,41.333333333333336

Beaver, AK,60.69640815675108,-151.37951682461576,41.333333333333336

Mullens, WV,37.7463798337569,-81.13903989812461,63

Bellevue, MI,42.52587750000001,-83.1406275,38

Hiawatha, WV,37.432824544817414,-81.24767691380235,118

Round Top, TX,29.86883000000006,-99.05975999999998,7

Maryville, TN,35.863147299210674,-83.76903535292742,31

Southard, OK,33.99713995317435,-95.49535918169347,39.25

Hickory Hills, IL,38.48995080257666,-89.89855993015733,46

Greenwood, SC,34.03790216967347,-81.8546140393426,66.5

Wesley Chapel, FL,28.19383999081088,-82.39891637428052,3.4

Madison, OH,39.13848429860386,-84.45440128668739,9.75

Orlean, VA,37.6034355,-77.64641325,122

Larimore, ND,47.90521000000007,-97.62375999999995,83

Basalt, CO,37.408373999999995,-105.67299825,86

Mineral Springs, AR,34.45002108263695,-92.838530725814,72.25

Hanamaulu, HI,21.994617427021872,-159.34992736039095,90

Stephensport, KY,37.910839245055726,-86.52772044066862,31

Somerville, TX,29.65077,-98.611221767675,71.33333333333333

Hadensville, VA,37.835960778197155,-77.96096762009745,128

Strasburg, IL,39.35261266268148,-88.62388433040717,14

Franconia, PA,40.332232724825225,-79.55005138297894,46.5

Mc Clure, OH,40.35226906160382,-84.23296683951071,60.75

Sardis, AL,31.898660000000064,-86.31201999999996,86.75

Bellona, NY,42.75639000000007,-77.01889999999997,141

Browns Summit, NC,35.20941300000001,-79.46759925,30.5

Artesia Wells, TX,30.30464005720343,-95.49563537464451,86.5

Carlin, NV,36.1652106166953,-115.0703415,65.4

Barstow, IL,41.519563572312386,-90.35043365737806,94

Newtown, CT,41.29101773743951,-73.37102621545094,52

Muskegon, MI,42.8920027641282,-83.67403164096955,11

Hudson, WI,44.62873677079118,-88.77621393712047,53

Supply, NC,35.382622500000004,-80.692218,58

Lovettsville, VA,39.27869128271787,-77.58984094880631,98.5

Crystal City, MO,38.2398498199254,-90.38662420511409,35.333333333333336

Hilmar, CA,37.5820718524203,-122.06320189822901,30.6

Poyntelle, PA,41.82787022164456,-75.40161657767338,30.6

Trail, OR,45.826370000000054,-123.57867999999996,57.75

Sugar Grove, PA,40.47970951560695,-77.92911183026798,22

Jamaica, VT,43.07676354433459,-72.83624438649429,62.5

Roaring Branch, PA,41.547010455521054,-77.0914346173286,60.333333333333336

Wahpeton, ND,46.26393000000007,-96.60470999999995,9

Gracewood, GA,33.853851020792824,-83.5060184910888,65.75

Colville, WA,48.132050087297756,-118.97534299801596,33

Hancocks Bridge, NJ,39.52292189079711,-75.46969103636997,70

West Hartland, CT,42.012542511297625,-72.98012505900867,142

Marquette, MI,45.8135148649014,-88.09284612158875,69

Hilham, TN,36.40798388105643,-85.46868399192476,60

Emmonak, AK,62.774669212245286,-164.51486329291836,60

Celina, TN,36.411167355621615,-85.32845803698197,48.2

Richburg, SC,32.704416003764265,-81.26291499163497,43

Tucker, AR,35.51238000000001,-91.59167925,62.25

Armstrong, IA,41.62813200000001,-91.5194115,66.66666666666667

Sciota, PA,41.969218860271894,-79.64279083744863,45.25

Otterville, MO,38.70481747880109,-92.95944058643181,121

Midway, TN,36.314220000000034,-87.70390999999995,67

Sulphur, OK,33.923286046630274,-97.32534817368524,44

Orwell, VT,43.863866251640644,-73.28016829544248,82

Lonoke, AR,33.438527605554015,-94.01710334995853,67.5

Mesopotamia, OH,41.45834000000008,-80.95580999999999,11

Belgrade, NE,41.45828912146959,-97.96510448915664,117

Barnes City, IA,41.55041204242329,-92.48923428091301,117

Bivalve, MD,38.30519000000004,-75.88975999999997,69

Mattapoisett, MA,41.65436876437702,-70.84080213867817,43.5

Bethlehem, GA,33.64613017729831,-84.65900472438503,57

Grenola, KS,37.34635000000003,-96.44934999999998,60

Rodney, MI,42.350492446756384,-85.14706354850372,59.75

Yellow Pine, ID,43.50536666325008,-111.961161,93

Ellsworth AFB, SD,44.14147000000003,-103.07080999999994,93

Plymouth, NC,35.1698281886768,-80.88426940352392,53

Bejou, MN,47.442180000000064,-95.97613999999999,83

Claremont, SD,43.56090900000001,-96.65915943925732,88.5

GMAC, NC,35.33964000000003,-81.90510999999998,47.8

Connell, WA,47.22522161011159,-117.07367351385413,87

Elberon, VA,36.7083315,-76.2635025,88

Gilboa, WV,38.303897066026146,-80.94568655285484,121

Victoria, MN,44.88424448535952,-93.15224543823142,63.4

Biddeford Pool, ME,43.445790000000045,-70.34266999999994,94

Lane, KS,38.943626849357386,-95.00296033695321,51

Webb, MS,31.092297968110948,-90.88833299343898,69.66666666666667

Schofield Barracks, HI,21.48536000000007,-158.04527999999996,69.66666666666667

Bladensburg, OH,40.284980000000076,-82.28385999999995,80

Olsburg, KS,39.42840000000007,-96.61462999999998,14

Chignik, AK,56.29519000000005,-158.40313999999998,14

Dutton, VA,37.17036254518209,-75.98509547708115,55.666666666666664

West Townshend, VT,43.08427000000006,-72.71127999999999,82

Port Aransas, TX,33.17309548171587,-96.92432623136536,41.6

Cameron, MO,39.43253454620169,-94.29463354491934,87.33333333333333

Whitefield, NH,44.340795757904864,-71.61219041524359,33.5

Seville, FL,26.09822555935688,-80.25371751926103,33.5

Louisville, GA,32.12150122593923,-81.26493243011824,12.2

Maple Hill, NC,35.39818350000001,-80.88061049999999,46.75

Hudson, ME,45.165915584698006,-69.37977284818851,66

Fredericktown, MO,37.76833652923206,-90.41518894619131,51.333333333333336

South Otselic, NY,42.64722000000006,-75.78034999999994,128

Hathorne, MA,42.51662175019285,-70.9012896251607,63.8

Washington, AR,-34.62420001110847,-58.37030001832181,50

Whately, MA,42.47566080745176,-72.6296647416857,85

Hoisington, KS,38.640419982206645,-98.77532170941443,89

Oak Creek, CO,38.37083000000007,-105.68722999999994,11

Lumberport, WV,39.34348559141066,-80.3483786899791,140

Leesburg, TX,33.2132895,-96.737994,24.75

Mokena, IL,41.53087190431349,-87.88584123998756,9

Center Tuftonboro, NH,43.67050000000006,-71.25896999999998,128

Trona, CA,35.67982396716429,-117.39553094449158,59.6

Prairie Creek, IN,40.314760000000035,-86.51166999999998,80

Jenera, OH,39.82353386057193,-84.14402312233835,81.5

Jesse, WV,38.5445837875729,-80.03361360621355,120

Lanark Village, FL,28.207300489755003,-82.73208149999999,36

Viola, IL,38.320510500000005,-88.90928775,55.5

La Salle, TX,33.013269091884915,-97.11920570652916,73

Bridgewater, IA,43.54768649430268,-97.49670224715135,111

Laredo, MO,38.81726999999999,-94.45232250000001,77

Mc Kittrick, CA,38.735690000000034,-91.44847999999996,46.25

Wolbach, NE,41.39390000000003,-98.39544999999998,84

West Rupert, VT,43.23923000000008,-73.24279999999999,128

Equality, IL,37.7599852992042,-88.3370930933245,69

Buck Hill Falls, PA,40.8322307099353,-75.57273746047456,68.5

Elsmere, NE,42.24096958334885,-100.03352158111585,140

Ivel, KY,37.58134000000007,-82.66037999999998,14

Hutchins, TX,29.755656,-95.35071375,17.4

Hessmer, LA,30.01184074354892,-90.16329024005,28

Wrightsboro, TX,29.993861209054078,-95.63715291658188,117

Bensalem, PA,40.081609426834206,-74.94557419412362,36

Bob White, WV,37.638692433611105,-81.44288022899306,43

Ardmore, TN,35.01883973622913,-86.80273885450117,74

Roosevelt, TX,31.74861385452065,-96.64295020489479,105.5

Chickasha, OK,34.66909422583422,-98.38563415274488,42

Elizabethtown, IL,37.45093000000003,-88.30157999999994,13

Thornton, WA,46.016098052318334,-118.67659485744286,69.5

Braden, TN,35.33408838915202,-89.570745822966,61

Saint John, IN,10.771930000000054,76.87928000000005,44.5

Macon, NC,34.598170512995296,-79.00988428035485,92.75

North Kingsville, OH,41.90656000000007,-80.68916999999999,11

Isabel, SD,43.49876218448068,-96.74546152952647,75.5

Lipscomb, TX,26.158391433042603,-97.69582224288328,73.5

Grampian, PA,40.952298634252294,-78.58339035068303,80.75

Lower Salem, OH,39.56099000000006,-81.39584999999994,140

Marrowbone, KY,37.36570489579694,-82.41384686815333,100.66666666666667

Big Stone Gap, VA,36.62738180873593,-80.782506700624,44

Pineola, NC,36.3739005,-79.60718025,27

Bath, MI,41.79453800021916,-84.03648305484022,84.33333333333333

Kelliher, MN,47.94010292625967,-94.45449515484125,58.333333333333336

Meeker, CO,40.25381941975284,-103.80449129223523,59.333333333333336

Lexington, TX,32.16358754081919,-94.35372440624123,72.4

Shandon, CA,35.65607862208317,-120.3753876416796,59.5

Hastings, MN,44.84334934326428,-92.9831373488504,27.6

Montgomery, VT,44.873146938783194,-72.5631155863582,71.5

Monument, CO,37.40713000000005,-102.61882999999995,39.333333333333336

Blakely Island, WA,48.73398101751128,-122.45004786773696,81

Winston, MT,37.727604,-84.02415707246485,42.333333333333336

Arlington, VA,32.71573164683115,-97.10523578239663,29.333333333333332

Barneveld, NY,43.27397000000008,-75.19066999999995,68

Eagleville, MO,40.46968000000004,-93.98885999999999,70

Gillham, AR,34.5186092765993,-93.24090488297821,48.333333333333336

Houck, AZ,32.88824552518208,-111.764853,66.66666666666667

Lower Peach Tree, AL,31.863170000000025,-87.57383999999996,98

Dogue, VA,38.122706978259345,-77.28262152284547,13

Kiel, WI,43.906704824623404,-88.27179184068845,81.66666666666667

Loxahatchee, FL,26.33400498969283,-80.22578238373187,23.8

Spring Arbor, MI,42.183360786137555,-84.64143254122655,42.666666666666664

Cutler, ME,44.66921725170683,-67.25862597951806,95

Hepler, KS,37.66067000000004,-94.96956999999998,61

Irving, IL,39.83702258148409,-88.89767699175712,85

Bartlett, OH,40.44385314428973,-82.9902709712615,94

Lignite, ND,48.877890000000036,-102.56805999999995,118

El Paso, TX,31.7942806395234,-96.46682723110723,71.5

King Cove, AK,57.1194495,-170.2799325,94

Tappahannock, VA,37.91505410859947,-76.8594051685504,51.25

Pauls Valley, OK,34.74020000000007,-97.22179999999997,24

Marenisco, MI,46.618508784117154,-85.03735885042289,129

Moscow, IA,41.758322876377534,-91.13258254448655,87.25

Mc Ewensville, PA,41.07730338437705,-76.85467512487455,119

Springdale, PA,40.21020079715502,-74.8158026654349,57.5

Doucette, TX,35.547657471127785,-100.95087275403898,89

Trumansburg, NY,42.54648314054045,-76.6722842941941,17.333333333333332

Rockwood, MI,42.50220163520476,-86.24296312777803,68.5

Stratford, TX,32.29844400815029,-95.28681022394142,60.4

Apo, AE,52.26937993060774,10.509679952247815,60.4

Saint James, LA,31.307763268608102,-92.44409037729268,70.33333333333333

Fine, NY,44.68604247145416,-75.48604111780178,66.25

Morrow, OH,39.0901742483449,-84.38790325331817,61.666666666666664

Paris, MS,33.45508787279008,-90.66433162897532,68.2

Millfield, OH,40.88094279593147,-81.58095699670963,53.333333333333336

Berwick, PA,41.71211590201657,-76.47217007635322,55

Buena Vista, VA,36.97909229498101,-82.57145242893539,60

Winnetoon, NE,42.513090000000034,-97.96092999999996,60

Krotz Springs, LA,30.537332949123435,-91.75295845897156,98

Oneida, AR,34.85940504154448,-92.16955472567984,36.5

Ghent, MN,44.513360000000034,-95.89263999999997,10

Southold, NY,40.95461356288195,-72.9635024770022,39

Carrier Mills, IL,41.027349939980496,-89.04955298250056,72.5

Boxborough, MA,42.50702232556408,-71.47892607565723,46

Boylston, MA,42.32060330066812,-71.17472737249454,52.4

Mill Creek, WV,38.13400000000007,-80.91092999999995,31

Manhattan, MT,46.24462274828388,-114.15363214383778,66.33333333333333

Duquesne, PA,40.53620404975929,-78.36473775965602,67.5

Keshena, WI,43.75787097479465,-88.42889368258197,39.5

Seaforth, MN,44.476800000000026,-95.33093999999994,120

Adair, OK,35.51265455162988,-97.306902,39

Crum, WV,37.90567387573499,-82.44603783312013,59

Ballston Spa, NY,43.002410000000054,-73.85151999999994,11

Port Hope, MI,42.19237799999999,-85.70313241086927,81.66666666666667

Montezuma, KS,39.29706450000002,-94.92241049999998,55.6

Hewlett, NY,40.76839245691572,-73.62382028901585,36.8

Brookside, AL,53.49458000000004,-113.65202999999997,63.6

Farson, WY,42.107300000000066,-109.44866999999999,118

Cold Spring, NY,42.62063000000006,-76.70320999999996,42.25

Boqueron, PR,18.212100000000078,-65.83876999999995,42.25

Rossiter, PA,40.06633444053002,-75.37432174575214,87.5

Bath, PA,39.986128430267215,-75.09053413946556,21.8

Maybeury, WV,37.374140351169835,-81.35655541379437,45

Green Spring, WV,39.49747952844875,-78.65470653507447,125

Wyanet, IL,41.55414314193573,-89.584461577488,69.5

Long Island City, NY,54.91694000000007,-132.67916999999994,50.333333333333336

Pottersville, MO,36.72637414766814,-91.87250227072686,94.5

Hull, IA,43.007886856770696,-94.19679089420818,111

Beemer, NE,41.842503000000015,-96.70235399999999,63.2

Wyocena, WI,43.515840000000026,-89.29390999999998,63.2

Talihina, OK,36.28840950569922,-95.15082438593151,72

Brashear, MO,39.21152623372287,-94.11926979143811,89.66666666666667

Great Falls, VA,38.89247441058457,-77.17487686533522,19.5

Slocomb, AL,31.106418814758534,-85.59718741174864,65

Emory, VA,37.06925353318612,-81.72944230617408,118

Odessa, TX,29.664108484566473,-95.63767798136988,37

Formoso, KS,39.777090000000044,-97.98905999999994,40

Wallington, NJ,40.85431091603367,-74.11394920520132,10.5

Zahl, ND,48.570760000000064,-103.70312999999999,118

Mesa, AZ,34.79004355892786,-114.47477974535113,103.75

Nassau, DE,38.75538000000006,-75.19606999999996,84

Norwood, VA,38.996441999999995,-77.418405,72

Peru, NY,44.68946385435807,-73.4496165,59

Ridgeway, IA,42.5230693809549,-92.45836276556314,86.66666666666667

Lee, ME,43.13366962336826,-70.70023839645447,72.75

Mayetta, KS,39.33779000000004,-95.71980999999994,40

Vernon, VT,44.629263,-73.111311,79

Voluntown, CT,41.40625083905018,-71.84550617474761,32

Lopez, PA,39.895412230077284,-79.76313330065736,78.5

Orleans, CA,45.47290000000004,-75.52122999999995,27

Clearmont, MO,36.78316649999999,-90.39377250000001,67.66666666666667

Fannin, TX,30.26883150000001,-98.398674,88

Meadow Creek, WV,37.79126641008164,-80.91508725923481,88

Beech Bluff, TN,35.609266125858525,-88.63208894945484,102

Luzerne, MI,42.69285485722712,-82.95954263361443,93

El Portal, CA,34.14453000000003,-118.13619999999997,35.25

Garrisonville, VA,38.527102812334896,-77.56211187136758,30

Woodland Mills, TN,35.24672616565925,-89.01438624623243,72

Gallman, MS,31.933353444517056,-90.35864966684237,81.4

Cooks, MI,42.26715,-85.48743825,94.5

Portland, ME,43.79141043411797,-70.19023292787969,29

Owenton, KY,38.20680294794615,-84.86025906501578,47

Artesia, MS,32.13013312621422,-88.79213676577676,70.75

Hyndman, PA,39.84093312121152,-78.7149011439086,130

Granite, CO,40.46909478412277,-104.89059233369872,78.33333333333333

Ocilla, GA,31.515044350411806,-82.87734053365459,19.4

Powellsville, NC,36.22553000000005,-76.93213999999995,60

Dublin, GA,33.9508450867759,-83.35433149068949,31.8

Wendel, CA,40.28944564814921,-120.1360809769733,142

Elk Creek, VA,38.022920000000056,-77.75137999999998,120

Perry, IL,37.44501397226779,-88.43992580341414,80.33333333333333

Alma, KS,46.93440000000004,142.72706000000005,46

Matlock, IA,43.24435420241505,-95.93939474293556,119

Goffstown, NH,43.066176182316894,-71.50497854009342,37.333333333333336

Turtletown, TN,35.126720000000034,-84.35335999999995,36

Husser, LA,30.733551589806627,-90.3624144413115,97

New Portland, ME,43.67810724225724,-70.41142139521108,56.5

Ravencliff, WV,37.679395297937674,-81.50895672528529,117

Gordonville, PA,39.88926309571996,-75.43842768822634,101.5

Stowe, VT,44.580943298049,-72.1035076114193,29.25

Mount Airy, GA,34.53958317292408,-83.50305551213997,66

Estacada, OR,45.27591470580632,-122.35267934409556,41.5

East Bethany, NY,42.832483502836865,-78.09461253250134,114.4

Elizabeth, WV,38.43903164904356,-81.61358719471308,131

Bancroft, IA,41.578029000000015,-91.34887275,85.33333333333333

Dell City, TX,30.47360805129538,-97.6475658776142,29.5

